timestep,timestamp,scenario,supply_scenario,zone_id,crop,soil_type,area_m2,available_water,zone_priority,zone_stress,zone_demand,irrigation_command,irrigation_request_mm,allocation_factor,allocated_irrigation_mm,unmet_demand_mm,allocation_ratio,water_volume_requested_L,water_volume_allocated_L,water_volume_unmet_L,rainfall_mm,effective_rainfall_mm,soil_moisture,moisture_error,et0_mm_day,etc_mm_step,water_balance_residual_mm
1298,2026-06-01 21:38:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6392,9.2326,10.0087,0.02,5.3624,0.0011,0.0189,0.0536,1.6014,0.0859,1.5155,0.0,0.0,64.2678,0.7322,0.0012,0.0015,0.0
1299,2026-06-01 21:39:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8625,9.2326,23.9871,0.048,18.5073,0.0089,0.0391,0.1851,4.7974,0.8879,3.9096,0.0,0.0,55.3073,4.6927,0.0013,0.0015,0.0
1299,2026-06-01 21:39:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.5433,9.2326,42.4332,0.0849,22.098,0.0188,0.0661,0.221,10.184,2.2505,7.9335,0.0,0.0,45.1902,9.8098,0.0013,0.0011,0.0
1299,2026-06-01 21:39:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6392,9.2326,10.0087,0.02,5.3624,0.0011,0.0189,0.0536,1.6014,0.0859,1.5155,0.0,0.0,64.2678,0.7322,0.0013,0.0015,0.0
1300,2026-06-01 21:40:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8554,9.2326,21.8837,0.0438,17.7462,0.0078,0.036,0.1775,4.3767,0.7767,3.6,0.0,0.0,55.3083,4.6917,0.0015,0.0017,0.0
1300,2026-06-01 21:40:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.5302,9.2326,38.5291,0.0771,21.84,0.0168,0.0602,0.2184,9.247,2.0195,7.2274,0.0,0.0,45.1922,9.8078,0.0015,0.0013,0.0
1300,2026-06-01 21:40:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6392,9.2326,10.0087,0.02,5.3624,0.0011,0.0189,0.0536,1.6014,0.0859,1.5155,0.0,0.0,64.2678,0.7322,0.0015,0.0018,0.0
1301,2026-06-01 21:41:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.849,9.2326,23.9818,0.048,18.501,0.0089,0.0391,0.185,4.7964,0.8874,3.909,0.0,0.0,55.3092,4.6908,0.0012,0.0014,0.0
1301,2026-06-01 21:41:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.5191,9.2326,43.0028,0.086,22.1972,0.0191,0.0669,0.222,10.3207,2.2909,8.0298,0.0,0.0,45.1939,9.8061,0.0012,0.001,0.0
1301,2026-06-01 21:41:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6393,9.2326,10.0092,0.02,5.3624,0.0011,0.0189,0.0536,1.6015,0.0859,1.5156,0.0,0.0,64.2677,0.7323,0.0012,0.0014,0.0
1302,2026-06-01 21:42:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8419,9.2326,23.9789,0.048,18.4978,0.0089,0.0391,0.185,4.7958,0.8871,3.9087,0.0,0.0,55.3102,4.6898,0.0013,0.0015,0.0
1302,2026-06-01 21:42:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.5059,9.2326,41.892,0.0838,21.9379,0.0184,0.0654,0.2194,10.0541,2.2057,7.8484,0.0,0.0,45.1959,9.8041,0.0013,0.0011,0.0
1302,2026-06-01 21:42:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6393,9.2326,10.0092,0.02,5.3624,0.0011,0.0189,0.0536,1.6015,0.0859,1.5156,0.0,0.0,64.2677,0.7323,0.0013,0.0016,0.0
1303,2026-06-01 21:43:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.834,9.2326,22.403,0.0448,17.964,0.008,0.0368,0.1796,4.4806,0.8049,3.6757,0.0,0.0,55.3113,4.6887,0.0009,0.0011,0.0
1303,2026-06-01 21:43:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4933,9.2326,38.6819,0.0774,21.7631,0.0168,0.0605,0.2176,9.2837,2.0204,7.2632,0.0,0.0,45.1978,9.8022,0.0009,0.0008,0.0
1303,2026-06-01 21:43:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0098,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5157,0.0,0.0,64.2676,0.7324,0.0009,0.0011,0.0
1304,2026-06-01 21:44:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8269,9.2326,23.973,0.0479,18.4909,0.0089,0.0391,0.1849,4.7946,0.8866,3.908,0.0,0.0,55.3123,4.6877,0.0011,0.0013,0.0
1304,2026-06-01 21:44:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4815,9.2326,42.4389,0.0849,22.052,0.0187,0.0662,0.2205,10.1853,2.2461,7.9393,0.0,0.0,45.1996,9.8004,0.0011,0.0009,0.0
1304,2026-06-01 21:44:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0098,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5157,0.0,0.0,64.2676,0.7324,0.0011,0.0013,0.0
1305,2026-06-01 21:45:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8191,9.2326,23.7,0.0474,18.41,0.0087,0.0387,0.1841,4.74,0.8726,3.8674,0.0,0.0,55.3134,4.6866,0.0013,0.0015,0.0
1305,2026-06-01 21:45:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4683,9.2326,40.8023,0.0816,21.5666,0.0176,0.064,0.2157,9.7926,2.1119,7.6806,0.0,0.0,45.2016,9.7984,0.0013,0.0011,0.0
1305,2026-06-01 21:45:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0098,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5157,0.0,0.0,64.2676,0.7324,0.0013,0.0015,0.0
1306,2026-06-01 21:46:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.812,9.2326,23.9671,0.0479,18.484,0.0089,0.0391,0.1848,4.7934,0.886,3.9074,0.0,0.0,55.3144,4.6856,0.0012,0.0014,0.0
1306,2026-06-01 21:46:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4564,9.2326,42.872,0.0857,22.1251,0.019,0.0668,0.2213,10.2893,2.2765,8.0128,0.0,0.0,45.2034,9.7966,0.0012,0.001,0.0
1306,2026-06-01 21:46:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0103,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5158,0.0,0.0,64.2675,0.7325,0.0012,0.0014,0.0
1307,2026-06-01 21:47:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.8041,9.2326,20.3015,0.0406,16.8232,0.0068,0.0338,0.1682,4.0603,0.6831,3.3772,0.0,0.0,55.3155,4.6845,0.0005,0.0006,0.0
1307,2026-06-01 21:47:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4432,9.2326,38.2537,0.0765,21.8487,0.0167,0.0598,0.2185,9.1809,2.0059,7.175,0.0,0.0,45.2054,9.7946,0.0005,0.0005,0.0
1307,2026-06-01 21:47:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0103,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5158,0.0,0.0,64.2675,0.7325,0.0005,0.0006,0.0
1308,2026-06-01 21:48:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7977,9.2326,23.9614,0.0479,18.4775,0.0089,0.0391,0.1848,4.7923,0.8855,3.9068,0.0,0.0,55.3164,4.6836,0.0012,0.0014,0.0
1308,2026-06-01 21:48:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4313,9.2326,42.3327,0.0847,21.9892,0.0186,0.066,0.2199,10.1599,2.2341,7.9258,0.0,0.0,45.2072,9.7928,0.0012,0.001,0.0
1308,2026-06-01 21:48:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0098,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5157,0.0,0.0,64.2676,0.7324,0.0012,0.0014,0.0
1309,2026-06-01 21:49:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7899,9.2326,22.8514,0.0457,18.1207,0.0083,0.0374,0.1812,4.5703,0.8282,3.7421,0.0,0.0,55.3175,4.6825,0.0013,0.0015,0.0
1309,2026-06-01 21:49:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4181,9.2326,39.2879,0.0786,21.4892,0.0169,0.0617,0.2149,9.4291,2.0262,7.4029,0.0,0.0,45.2092,9.7908,0.0013,0.0011,0.0
1309,2026-06-01 21:49:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0103,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5158,0.0,0.0,64.2675,0.7325,0.0013,0.0016,0.0
1310,2026-06-01 21:50:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7835,9.2326,21.9886,0.044,17.768,0.0078,0.0362,0.1777,4.3977,0.7814,3.6163,0.0,0.0,55.3184,4.6816,0.0008,0.0009,0.0
1310,2026-06-01 21:50:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.4069,9.2326,38.1391,0.0763,21.8513,0.0167,0.0596,0.2185,9.1534,2.0001,7.1532,0.0,0.0,45.2109,9.7891,0.0008,0.0007,0.0
1310,2026-06-01 21:50:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0103,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5158,0.0,0.0,64.2675,0.7325,0.0008,0.001,0.0
1311,2026-06-01 21:51:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7764,9.2326,23.3706,0.0467,18.2938,0.0086,0.0382,0.1829,4.6741,0.8551,3.8191,0.0,0.0,55.3194,4.6806,0.0013,0.0015,0.0
1311,2026-06-01 21:51:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.395,9.2326,40.107,0.0802,21.2102,0.017,0.0632,0.2121,9.6257,2.0416,7.5841,0.0,0.0,45.2127,9.7873,0.0013,0.0011,0.0
1311,2026-06-01 21:51:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6394,9.2326,10.0103,0.02,5.3624,0.0011,0.0189,0.0536,1.6016,0.0859,1.5158,0.0,0.0,64.2675,0.7325,0.0013,0.0016,0.0
1312,2026-06-01 21:52:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7692,9.2326,21.1032,0.0422,17.3147,0.0073,0.0349,0.1731,4.2206,0.7308,3.4898,0.0,0.0,55.3204,4.6796,0.0007,0.0008,0.0
1312,2026-06-01 21:52:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3831,9.2326,38.0639,0.0761,21.8529,0.0166,0.0595,0.2185,9.1353,1.9963,7.139,0.0,0.0,45.2145,9.7855,0.0007,0.0006,0.0
1312,2026-06-01 21:52:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0007,0.0009,0.0
1313,2026-06-01 21:53:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7628,9.2326,23.9477,0.0479,18.4616,0.0088,0.0391,0.1846,4.7895,0.8842,3.9053,0.0,0.0,55.3213,4.6787,0.0013,0.0014,0.0
1313,2026-06-01 21:53:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3713,9.2326,41.6057,0.0832,21.7513,0.0181,0.0651,0.2175,9.9854,2.1719,7.8134,0.0,0.0,45.2163,9.7837,0.0013,0.0011,0.0
1313,2026-06-01 21:53:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0013,0.0015,0.0
1314,2026-06-01 21:54:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.755,9.2326,23.9446,0.0479,18.4581,0.0088,0.039,0.1846,4.7889,0.8839,3.905,0.0,0.0,55.3224,4.6776,0.0011,0.0013,0.0
1314,2026-06-01 21:54:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3587,9.2326,42.6669,0.0853,22.0097,0.0188,0.0666,0.2201,10.2401,2.2538,7.9863,0.0,0.0,45.2182,9.7818,0.0011,0.0009,0.0
1314,2026-06-01 21:54:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0011,0.0013,0.0
1315,2026-06-01 21:55:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7471,9.2326,21.4248,0.0428,17.4812,0.0075,0.0354,0.1748,4.285,0.7491,3.5359,0.0,0.0,55.3235,4.6765,0.0008,0.0009,0.0
1315,2026-06-01 21:55:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3462,9.2326,37.9469,0.0759,21.8548,0.0166,0.0593,0.2185,9.1073,1.9904,7.1169,0.0,0.0,45.2201,9.7799,0.0008,0.0007,0.0
1315,2026-06-01 21:55:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0008,0.001,0.0
1316,2026-06-01 21:56:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7407,9.2326,23.939,0.0479,18.4516,0.0088,0.039,0.1845,4.7878,0.8834,3.9044,0.0,0.0,55.3244,4.6756,0.0011,0.0013,0.0
1316,2026-06-01 21:56:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3343,9.2326,42.6153,0.0852,21.9804,0.0187,0.0665,0.2198,10.2277,2.2481,7.9796,0.0,0.0,45.2219,9.7781,0.0011,0.001,0.0
1316,2026-06-01 21:56:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0011,0.0014,0.0
1317,2026-06-01 21:57:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7329,9.2326,23.9359,0.0479,18.448,0.0088,0.039,0.1845,4.7872,0.8831,3.904,0.0,0.0,55.3255,4.6745,0.0013,0.0015,0.0
1317,2026-06-01 21:57:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3212,9.2326,41.2012,0.0824,21.5838,0.0178,0.0646,0.2158,9.8883,2.1343,7.754,0.0,0.0,45.2239,9.7761,0.0013,0.0011,0.0
1317,2026-06-01 21:57:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6395,9.2326,10.0108,0.02,5.3624,0.0011,0.0189,0.0536,1.6017,0.0859,1.5158,0.0,0.0,64.2674,0.7326,0.0013,0.0015,0.0
1318,2026-06-01 21:58:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7258,9.2326,23.9331,0.0479,18.4448,0.0088,0.039,0.1844,4.7866,0.8829,3.9037,0.0,0.0,55.3265,4.6735,0.0011,0.0013,0.0
1318,2026-06-01 21:58:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.3093,9.2326,42.5623,0.0851,21.9498,0.0187,0.0664,0.2195,10.215,2.2422,7.9728,0.0,0.0,45.2257,9.7743,0.0011,0.001,0.0
1318,2026-06-01 21:58:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6396,9.2326,10.0114,0.02,5.3624,0.0011,0.0189,0.0536,1.6018,0.0859,1.5159,0.0,0.0,64.2673,0.7327,0.0011,0.0014,0.0
1319,2026-06-01 21:59:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7179,9.2326,23.93,0.0479,18.4413,0.0088,0.039,0.1844,4.786,0.8826,3.9034,0.0,0.0,55.3276,4.6724,0.0012,0.0013,0.0
1319,2026-06-01 21:59:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2961,9.2326,42.5344,0.0851,21.9336,0.0187,0.0664,0.2193,10.2082,2.239,7.9692,0.0,0.0,45.2277,9.7723,0.0012,0.001,0.0
1319,2026-06-01 21:59:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6396,9.2326,10.0114,0.02,5.3624,0.0011,0.0189,0.0536,1.6018,0.0859,1.5159,0.0,0.0,64.2673,0.7327,0.0012,0.0014,0.0
1320,2026-06-01 22:00:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7101,9.2326,23.927,0.0479,18.4377,0.0088,0.039,0.1844,4.7854,0.8823,3.9031,0.0,0.0,55.3287,4.6713,0.001,0.0012,0.0
1320,2026-06-01 22:00:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2829,9.2326,41.5968,0.0832,21.6784,0.018,0.0652,0.2168,9.9832,2.1642,7.819,0.0,0.0,45.2297,9.7703,0.001,0.0009,0.0
1320,2026-06-01 22:00:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6396,9.2326,10.0114,0.02,5.3624,0.0011,0.0189,0.0536,1.6018,0.0859,1.5159,0.0,0.0,64.2673,0.7327,0.001,0.0012,0.0
1321,2026-06-01 22:01:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.7023,9.2326,21.9901,0.044,17.7394,0.0078,0.0362,0.1774,4.398,0.7802,3.6178,0.0,0.0,55.3298,4.6702,0.0008,0.0009,0.0
1321,2026-06-01 22:01:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2704,9.2326,37.7075,0.0754,21.8572,0.0165,0.0589,0.2186,9.0498,1.978,7.0718,0.0,0.0,45.2316,9.7684,0.0008,0.0007,0.0
1321,2026-06-01 22:01:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0008,0.001,0.0
1322,2026-06-01 22:02:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6951,9.2326,23.9211,0.0478,18.4309,0.0088,0.039,0.1843,4.7842,0.8818,3.9024,0.0,0.0,55.3308,4.6692,0.0011,0.0013,0.0
1322,2026-06-01 22:02:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2592,9.2326,42.4562,0.0849,21.888,0.0186,0.0663,0.2189,10.1895,2.2303,7.9592,0.0,0.0,45.2333,9.7667,0.0011,0.001,0.0
1322,2026-06-01 22:02:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6396,9.2326,10.0114,0.02,5.3624,0.0011,0.0189,0.0536,1.6018,0.0859,1.5159,0.0,0.0,64.2673,0.7327,0.0011,0.0014,0.0
1323,2026-06-01 22:03:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.688,9.2326,23.2419,0.0465,18.2209,0.0085,0.038,0.1822,4.6484,0.847,3.8014,0.0,0.0,55.3318,4.6682,0.0012,0.0014,0.0
1323,2026-06-01 22:03:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.246,9.2326,39.5811,0.0792,21.2204,0.0168,0.0624,0.2122,9.4995,2.0158,7.4836,0.0,0.0,45.2353,9.7647,0.0012,0.001,0.0
1323,2026-06-01 22:03:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0012,0.0014,0.0
1324,2026-06-01 22:04:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6802,9.2326,23.9153,0.0478,18.4242,0.0088,0.039,0.1842,4.7831,0.8812,3.9018,0.0,0.0,55.3329,4.6671,0.0012,0.0013,0.0
1324,2026-06-01 22:04:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2342,9.2326,41.29,0.0826,21.5424,0.0178,0.0648,0.2154,9.9096,2.1348,7.7748,0.0,0.0,45.2371,9.7629,0.0012,0.001,0.0
1324,2026-06-01 22:04:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0012,0.0014,0.0
1325,2026-06-01 22:05:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.673,9.2326,21.7543,0.0435,17.6189,0.0077,0.0358,0.1762,4.3509,0.7666,3.5843,0.0,0.0,55.3339,4.6661,0.0008,0.0009,0.0
1325,2026-06-01 22:05:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2223,9.2326,37.5558,0.0751,21.8574,0.0164,0.0587,0.2186,9.0134,1.9701,7.0433,0.0,0.0,45.2389,9.7611,0.0008,0.0007,0.0
1325,2026-06-01 22:05:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0008,0.0009,0.0
1326,2026-06-01 22:06:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6659,9.2326,22.3331,0.0447,17.8748,0.008,0.0367,0.1787,4.4666,0.7984,3.6682,0.0,0.0,55.3349,4.6651,0.0008,0.001,0.0
1326,2026-06-01 22:06:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.2105,9.2326,37.9771,0.076,21.7423,0.0165,0.0594,0.2174,9.1145,1.9817,7.1328,0.0,0.0,45.2407,9.7593,0.0008,0.0007,0.0
1326,2026-06-01 22:06:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0008,0.001,0.0
1327,2026-06-01 22:07:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6588,9.2326,23.1256,0.0463,18.1715,0.0084,0.0378,0.1817,4.6251,0.8405,3.7847,0.0,0.0,55.3359,4.6641,0.0009,0.001,0.0
1327,2026-06-01 22:07:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.1993,9.2326,39.2898,0.0786,21.302,0.0167,0.0618,0.213,9.4296,2.0087,7.4209,0.0,0.0,45.2424,9.7576,0.0009,0.0007,0.0
1327,2026-06-01 22:07:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0009,0.001,0.0
1328,2026-06-01 22:08:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6509,9.2326,22.0315,0.0441,17.7395,0.0078,0.0362,0.1774,4.4063,0.7817,3.6246,0.0,0.0,55.337,4.663,0.0008,0.0009,0.0
1328,2026-06-01 22:08:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.1874,9.2326,37.4458,0.0749,21.857,0.0164,0.0585,0.2186,8.987,1.9643,7.0227,0.0,0.0,45.2442,9.7558,0.0008,0.0007,0.0
1328,2026-06-01 22:08:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.0008,0.0009,0.0
1329,2026-06-01 22:09:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6445,9.2326,23.9013,0.0478,18.408,0.0088,0.039,0.1841,4.7803,0.88,3.9003,0.0,0.0,55.3379,4.6621,0.001,0.0012,0.0
1329,2026-06-01 22:09:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.1756,9.2326,42.2796,0.0846,21.782,0.0184,0.0661,0.2178,10.1471,2.2102,7.9368,0.0,0.0,45.246,9.754,0.001,0.0009,0.0
1329,2026-06-01 22:09:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.001,0.0012,0.0
1330,2026-06-01 22:10:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6367,9.2326,23.8982,0.0478,18.4045,0.0088,0.039,0.184,4.7796,0.8797,3.9,0.0,0.0,55.339,4.661,0.001,0.0012,0.0
1330,2026-06-01 22:10:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.163,9.2326,42.2529,0.0845,21.7659,0.0184,0.0661,0.2177,10.1407,2.2072,7.9335,0.0,0.0,45.2479,9.7521,0.001,0.0009,0.0
1330,2026-06-01 22:10:00,Water Scarcity,Normal Supply,3,Maize,Clay,80.0,30.0,85.0,13.6397,9.2326,10.0119,0.02,5.3624,0.0011,0.019,0.0536,1.6019,0.0859,1.516,0.0,0.0,64.2672,0.7328,0.001,0.0012,0.0
1331,2026-06-01 22:11:00,Water Scarcity,Normal Supply,1,Tomato,Loam,100.0,30.0,70.0,23.6288,9.2326,22.1949,0.0444,17.8034,0.0079,0.0365,0.178,4.439,0.7903,3.6487,0.0,0.0,55.3401,4.6599,0.0008,0.0009,0.0
1331,2026-06-01 22:11:00,Water Scarcity,Normal Supply,2,Wheat,Sandy,120.0,30.0,40.0,31.1505,9.2326,37.6156,0.0752,21.7892,0.0164,0.0588,0.2179,9.0278,1.9671,7.0607,0.0,0.0,45.2498,9.7502,0.0008,0.0007,0.0
