step,timestamp,scenario,zone_id,crop,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,et0,etc,rainfall,effective_rainfall,crop_water_deficit,water_demand,irrigation_command,irrigation_application,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
269,2026-06-01 04:29:00,Water Scarcity,1,Tomato,56.3456,60.0,3.6544,0.6966,16.69,14.8,6.7e-05,7.7e-05,0.0,0.0,7.7e-05,9.23,16.0,0.031994,0.032,0.0001,0.0,56.3502,0.0,394.4194
270,2026-06-01 04:30:00,Water Scarcity,1,Tomato,56.3502,60.0,3.6498,0.6967,16.65,14.79,0.000115,0.000132,0.0,0.0,0.000132,9.23,15.98,0.03197,0.032,0.0001,0.0,56.3547,0.0,394.4513
271,2026-06-01 04:31:00,Water Scarcity,1,Tomato,56.3547,60.0,3.6453,0.6968,16.61,15.12,0.000173,0.000199,0.0,0.0,0.000199,9.23,15.97,0.031947,0.0319,0.0002,0.0,56.3593,0.0,394.4831
272,2026-06-01 04:32:00,Water Scarcity,1,Tomato,56.3593,60.0,3.6407,0.6969,16.57,14.84,9.4e-05,0.000108,0.0,0.0,0.000108,9.23,15.96,0.031923,0.0319,0.0001,0.0,56.3638,0.0,394.5148
273,2026-06-01 04:33:00,Water Scarcity,1,Tomato,56.3638,60.0,3.6362,0.697,16.53,14.94,0.000102,0.000117,0.0,0.0,0.000117,9.23,15.95,0.0319,0.0319,0.0001,0.0,56.3683,0.0,394.5466
274,2026-06-01 04:34:00,Water Scarcity,1,Tomato,56.3683,60.0,3.6317,0.6971,16.49,15.22,0.00015,0.000172,0.0,0.0,0.000172,9.23,15.94,0.031877,0.0319,0.0002,0.0,56.3729,0.0,394.5784
275,2026-06-01 04:35:00,Water Scarcity,1,Tomato,56.3729,60.0,3.6271,0.6972,16.45,15.11,0.000144,0.000166,0.0,0.0,0.000166,9.23,15.93,0.031853,0.0319,0.0002,0.0,56.3774,0.0,394.6101
276,2026-06-01 04:36:00,Water Scarcity,1,Tomato,56.3774,60.0,3.6226,0.6973,16.41,14.38,4e-05,4.6e-05,0.0,0.0,4.6e-05,9.23,15.91,0.03183,0.0318,0.0,0.0,56.3819,0.0,394.6418
277,2026-06-01 04:37:00,Water Scarcity,1,Tomato,56.3819,60.0,3.6181,0.6974,16.37,14.84,0.000101,0.000116,0.0,0.0,0.000116,9.23,15.9,0.031806,0.0318,0.0001,0.0,56.3865,0.0,394.6736
278,2026-06-01 04:38:00,Water Scarcity,1,Tomato,56.3865,60.0,3.6135,0.6975,16.33,15.33,0.000179,0.000206,0.0,0.0,0.000206,9.23,15.89,0.031782,0.0318,0.0002,0.0,56.391,0.0,394.7053
279,2026-06-01 04:39:00,Water Scarcity,1,Tomato,56.391,60.0,3.609,0.6976,16.29,15.08,0.000187,0.000215,0.0,0.0,0.000215,9.23,15.88,0.031759,0.0318,0.0002,0.0,56.3955,0.0,394.7369
280,2026-06-01 04:40:00,Water Scarcity,1,Tomato,56.3955,60.0,3.6045,0.6977,16.25,15.0,0.000133,0.000153,0.0,0.0,0.000153,9.23,15.87,0.031735,0.0317,0.0002,0.0,56.4,0.0,394.7684
281,2026-06-01 04:41:00,Water Scarcity,1,Tomato,56.4,60.0,3.6,0.6978,16.2,14.63,7.5e-05,8.6e-05,0.0,0.0,8.6e-05,9.23,15.86,0.031711,0.0317,0.0001,0.0,56.4045,0.0,394.8
282,2026-06-01 04:42:00,Water Scarcity,1,Tomato,56.4045,60.0,3.5955,0.6979,16.16,14.95,9.8e-05,0.000113,0.0,0.0,0.000113,9.23,15.84,0.031688,0.0317,0.0001,0.0,56.409,0.0,394.8316
283,2026-06-01 04:43:00,Water Scarcity,1,Tomato,56.409,60.0,3.591,0.698,16.12,14.87,0.000118,0.000136,0.0,0.0,0.000136,9.23,15.83,0.031664,0.0317,0.0001,0.0,56.4135,0.0,394.8632
284,2026-06-01 04:44:00,Water Scarcity,1,Tomato,56.4135,60.0,3.5865,0.6981,16.08,14.92,9e-05,0.000103,0.0,0.0,0.000103,9.23,15.82,0.03164,0.0316,0.0001,0.0,56.418,0.0,394.8947
285,2026-06-01 04:45:00,Water Scarcity,1,Tomato,56.418,60.0,3.582,0.6982,16.04,14.82,9.9e-05,0.000114,0.0,0.0,0.000114,9.23,15.81,0.031616,0.0316,0.0001,0.0,56.4225,0.0,394.9262
286,2026-06-01 04:46:00,Water Scarcity,1,Tomato,56.4225,60.0,3.5775,0.6983,16.0,14.57,6.6e-05,7.6e-05,0.0,0.0,7.6e-05,9.23,15.8,0.031593,0.0316,0.0001,0.0,56.427,0.0,394.9577
287,2026-06-01 04:47:00,Water Scarcity,1,Tomato,56.427,60.0,3.573,0.6984,15.95,15.06,0.000166,0.000191,0.0,0.0,0.000191,9.23,15.78,0.031569,0.0316,0.0002,0.0,56.4315,0.0,394.9892
288,2026-06-01 04:48:00,Water Scarcity,1,Tomato,56.4315,60.0,3.5685,0.6985,15.91,14.54,6e-05,6.9e-05,0.0,0.0,6.9e-05,9.23,15.77,0.031545,0.0315,0.0001,0.0,56.436,0.0,395.0206
289,2026-06-01 04:49:00,Water Scarcity,1,Tomato,56.436,60.0,3.564,0.6986,15.87,14.97,9.7e-05,0.000112,0.0,0.0,0.000112,9.23,15.76,0.031521,0.0315,0.0001,0.0,56.4405,0.0,395.0521
290,2026-06-01 04:50:00,Water Scarcity,1,Tomato,56.4405,60.0,3.5595,0.6987,15.83,14.74,9.1e-05,0.000105,0.0,0.0,0.000105,9.23,15.75,0.031496,0.0315,0.0001,0.0,56.445,0.0,395.0835
291,2026-06-01 04:51:00,Water Scarcity,1,Tomato,56.445,60.0,3.555,0.6988,15.78,14.85,0.000178,0.000205,0.0,0.0,0.000205,9.23,15.74,0.031472,0.0315,0.0002,0.0,56.4495,0.0,395.1149
292,2026-06-01 04:52:00,Water Scarcity,1,Tomato,56.4495,60.0,3.5505,0.6989,15.74,14.97,9e-05,0.000103,0.0,0.0,0.000103,9.23,15.72,0.031448,0.0314,0.0001,0.0,56.4539,0.0,395.1462
293,2026-06-01 04:53:00,Water Scarcity,1,Tomato,56.4539,60.0,3.5461,0.699,15.7,14.65,5.2e-05,6e-05,0.0,0.0,6e-05,9.23,15.71,0.031425,0.0314,0.0001,0.0,56.4584,0.0,395.1775
294,2026-06-01 04:54:00,Water Scarcity,1,Tomato,56.4584,60.0,3.5416,0.6991,15.65,14.8,7.2e-05,8.3e-05,0.0,0.0,8.3e-05,9.23,15.7,0.031401,0.0314,0.0001,0.0,56.4629,0.0,395.2089
295,2026-06-01 04:55:00,Water Scarcity,1,Tomato,56.4629,60.0,3.5371,0.6992,15.61,15.3,0.000204,0.000235,0.0,0.0,0.000235,9.23,15.69,0.031377,0.0314,0.0002,0.0,56.4673,0.0,395.2402
296,2026-06-01 04:56:00,Water Scarcity,1,Tomato,56.4673,60.0,3.5327,0.6993,15.57,13.67,0.0,0.0,0.0,0.0,0.0,9.23,15.68,0.031353,0.0314,0.0,0.0,56.4718,0.0,395.2713
297,2026-06-01 04:57:00,Water Scarcity,1,Tomato,56.4718,60.0,3.5282,0.6994,15.52,14.68,6e-05,6.9e-05,0.0,0.0,6.9e-05,9.23,15.66,0.031329,0.0313,0.0001,0.0,56.4763,0.0,395.3027
298,2026-06-01 04:58:00,Water Scarcity,1,Tomato,56.4763,60.0,3.5237,0.6995,15.48,14.66,0.000189,0.000217,0.0,0.0,0.000217,9.23,15.65,0.031304,0.0313,0.0002,0.0,56.4807,0.0,395.334
299,2026-06-01 04:59:00,Water Scarcity,1,Tomato,56.4807,60.0,3.5193,0.6996,15.43,14.95,0.000135,0.000155,0.0,0.0,0.000155,9.23,15.64,0.03128,0.0313,0.0002,0.0,56.4852,0.0,395.3651
300,2026-06-01 05:00:00,Water Scarcity,1,Tomato,56.4852,60.0,3.5148,0.6997,15.39,14.66,9.1e-05,0.000105,0.0,0.0,0.000105,9.23,15.63,0.031256,0.0313,0.0001,0.0,56.4896,0.0,395.3962
301,2026-06-01 05:01:00,Water Scarcity,1,Tomato,56.4896,60.0,3.5104,0.6998,15.34,15.06,0.000113,0.00013,0.0,0.0,0.00013,9.23,15.62,0.031233,0.0312,0.0001,0.0,56.4941,0.0,395.4274
302,2026-06-01 05:02:00,Water Scarcity,1,Tomato,56.4941,60.0,3.5059,0.6999,15.3,15.22,0.000135,0.000155,0.0,0.0,0.000155,9.23,15.6,0.031208,0.0312,0.0002,0.0,56.4985,0.0,395.4585
303,2026-06-01 05:03:00,Water Scarcity,1,Tomato,56.4985,60.0,3.5015,0.7,15.25,14.86,0.00014,0.000161,0.0,0.0,0.000161,9.23,15.59,0.031185,0.0312,0.0002,0.0,56.5029,0.0,395.4896
304,2026-06-01 05:04:00,Water Scarcity,1,Tomato,56.5029,60.0,3.4971,0.7001,15.24,14.88,0.000182,0.000209,0.0,0.0,0.000209,9.23,15.59,0.031171,0.0312,0.0002,0.0,56.5074,0.0,395.5206
305,2026-06-01 05:05:00,Water Scarcity,1,Tomato,56.5074,60.0,3.4926,0.7002,15.24,15.12,0.000141,0.000162,0.0,0.0,0.000162,9.23,15.58,0.031163,0.0312,0.0002,0.0,56.5118,0.0,395.5516
306,2026-06-01 05:06:00,Water Scarcity,1,Tomato,56.5118,60.0,3.4882,0.7003,15.24,15.06,0.000104,0.00012,0.0,0.0,0.00012,9.23,15.58,0.031155,0.0312,0.0001,0.0,56.5162,0.0,395.5826
307,2026-06-01 05:07:00,Water Scarcity,1,Tomato,56.5162,60.0,3.4838,0.7004,15.25,15.3,0.000178,0.000205,0.0,0.0,0.000205,9.23,15.58,0.031167,0.0312,0.0002,0.0,56.5207,0.0,395.6136
308,2026-06-01 05:08:00,Water Scarcity,1,Tomato,56.5207,60.0,3.4793,0.7005,15.25,14.97,0.0001,0.000115,0.0,0.0,0.000115,9.23,15.57,0.031139,0.0311,0.0001,0.0,56.5251,0.0,395.6446
309,2026-06-01 05:09:00,Water Scarcity,1,Tomato,56.5251,60.0,3.4749,0.7006,15.25,14.77,0.000108,0.000124,0.0,0.0,0.000124,9.23,15.57,0.031131,0.0311,0.0001,0.0,56.5295,0.0,395.6756
310,2026-06-01 05:10:00,Water Scarcity,1,Tomato,56.5295,60.0,3.4705,0.7007,15.25,14.35,6.8e-05,7.8e-05,0.0,0.0,7.8e-05,9.23,15.56,0.031123,0.0311,0.0001,0.0,56.5339,0.0,395.7066
311,2026-06-01 05:11:00,Water Scarcity,1,Tomato,56.5339,60.0,3.4661,0.7008,15.26,14.46,6.5e-05,7.5e-05,0.0,0.0,7.5e-05,9.23,15.56,0.031115,0.0311,0.0001,0.0,56.5384,0.0,395.7376
312,2026-06-01 05:12:00,Water Scarcity,1,Tomato,56.5384,60.0,3.4616,0.7009,15.26,14.88,0.000102,0.000117,0.0,0.0,0.000117,9.23,15.55,0.031107,0.0311,0.0001,0.0,56.5428,0.0,395.7686
313,2026-06-01 05:13:00,Water Scarcity,1,Tomato,56.5428,60.0,3.4572,0.701,15.26,14.71,9e-05,0.000103,0.0,0.0,0.000103,9.23,15.55,0.031099,0.0311,0.0001,0.0,56.5472,0.0,395.7996
314,2026-06-01 05:14:00,Water Scarcity,1,Tomato,56.5472,60.0,3.4528,0.701,15.26,15.18,0.000152,0.000175,0.0,0.0,0.000175,9.23,15.55,0.031091,0.0311,0.0002,0.0,56.5516,0.0,395.8306
315,2026-06-01 05:15:00,Water Scarcity,1,Tomato,56.5516,60.0,3.4484,0.7011,15.27,14.71,5.9e-05,6.8e-05,0.0,0.0,6.8e-05,9.23,15.54,0.031083,0.0311,0.0001,0.0,56.5561,0.0,395.8615
316,2026-06-01 05:16:00,Water Scarcity,1,Tomato,56.5561,60.0,3.4439,0.7012,15.27,13.67,0.0,0.0,0.0,0.0,0.0,9.23,15.54,0.031075,0.0311,0.0,0.0,56.5605,0.0,395.8925
317,2026-06-01 05:17:00,Water Scarcity,1,Tomato,56.5605,60.0,3.4395,0.7013,15.27,14.83,7.9e-05,9.1e-05,0.0,0.0,9.1e-05,9.23,15.53,0.031067,0.0311,0.0001,0.0,56.5649,0.0,395.9236
318,2026-06-01 05:18:00,Water Scarcity,1,Tomato,56.5649,60.0,3.4351,0.7014,15.27,15.02,0.000109,0.000125,0.0,0.0,0.000125,9.23,15.53,0.031059,0.0311,0.0001,0.0,56.5694,0.0,395.9546
319,2026-06-01 05:19:00,Water Scarcity,1,Tomato,56.5694,60.0,3.4306,0.7015,15.28,15.02,9.9e-05,0.000114,0.0,0.0,0.000114,9.23,15.53,0.03105,0.0311,0.0001,0.0,56.5738,0.0,395.9855
320,2026-06-01 05:20:00,Water Scarcity,1,Tomato,56.5738,60.0,3.4262,0.7016,15.28,15.29,0.000217,0.00025,0.0,0.0,0.00025,9.23,15.52,0.031046,0.031,0.0002,0.0,56.5782,0.0,396.0164
321,2026-06-01 05:21:00,Water Scarcity,1,Tomato,56.5782,60.0,3.4218,0.7017,15.28,14.88,9.3e-05,0.000107,0.0,0.0,0.000107,9.23,15.52,0.031034,0.031,0.0001,0.0,56.5826,0.0,396.0472
322,2026-06-01 05:22:00,Water Scarcity,1,Tomato,56.5826,60.0,3.4174,0.7018,15.28,15.31,0.000192,0.000221,0.0,0.0,0.000221,9.23,15.52,0.031034,0.031,0.0002,0.0,56.587,0.0,396.0781
323,2026-06-01 05:23:00,Water Scarcity,1,Tomato,56.587,60.0,3.413,0.7019,15.29,15.02,0.000132,0.000152,0.0,0.0,0.000152,9.23,15.51,0.031018,0.031,0.0002,0.0,56.5914,0.0,396.1089
324,2026-06-01 05:24:00,Water Scarcity,1,Tomato,56.5914,60.0,3.4086,0.702,15.29,15.27,0.000153,0.000176,0.0,0.0,0.000176,9.23,15.5,0.03101,0.031,0.0002,0.0,56.5958,0.0,396.1398
325,2026-06-01 05:25:00,Water Scarcity,1,Tomato,56.5958,60.0,3.4042,0.7021,15.29,15.03,0.000115,0.000132,0.0,0.0,0.000132,9.23,15.5,0.031002,0.031,0.0001,0.0,56.6002,0.0,396.1706
326,2026-06-01 05:26:00,Water Scarcity,1,Tomato,56.6002,60.0,3.3998,0.7022,15.3,14.86,0.000117,0.000135,0.0,0.0,0.000135,9.23,15.5,0.030994,0.031,0.0001,0.0,56.6046,0.0,396.2015
327,2026-06-01 05:27:00,Water Scarcity,1,Tomato,56.6046,60.0,3.3954,0.7023,15.3,15.08,0.000104,0.00012,0.0,0.0,0.00012,9.23,15.49,0.030985,0.031,0.0001,0.0,56.609,0.0,396.2324
328,2026-06-01 05:28:00,Water Scarcity,1,Tomato,56.609,60.0,3.391,0.7024,15.3,14.83,0.000125,0.000144,0.0,0.0,0.000144,9.23,15.49,0.030977,0.031,0.0001,0.0,56.6134,0.0,396.2633
329,2026-06-01 05:29:00,Water Scarcity,1,Tomato,56.6134,60.0,3.3866,0.7025,15.3,15.19,0.000137,0.000158,0.0,0.0,0.000158,9.23,15.48,0.030968,0.031,0.0002,0.0,56.6178,0.0,396.2941
330,2026-06-01 05:30:00,Water Scarcity,1,Tomato,56.6178,60.0,3.3822,0.7026,15.31,15.03,0.000121,0.000139,0.0,0.0,0.000139,9.23,15.48,0.03096,0.031,0.0001,0.0,56.6222,0.0,396.3249
331,2026-06-01 05:31:00,Water Scarcity,1,Tomato,56.6222,60.0,3.3778,0.7027,15.31,15.27,0.000219,0.000252,0.0,0.0,0.000252,9.23,15.48,0.030952,0.031,0.0003,0.0,56.6266,0.0,396.3557
332,2026-06-01 05:32:00,Water Scarcity,1,Tomato,56.6266,60.0,3.3734,0.7028,15.31,14.98,0.000185,0.000213,0.0,0.0,0.000213,9.23,15.47,0.030943,0.0309,0.0002,0.0,56.631,0.0,396.3864
333,2026-06-01 05:33:00,Water Scarcity,1,Tomato,56.631,60.0,3.369,0.7029,15.31,15.25,0.000191,0.00022,0.0,0.0,0.00022,9.23,15.47,0.030935,0.0309,0.0002,0.0,56.6354,0.0,396.4171
334,2026-06-01 05:34:00,Water Scarcity,1,Tomato,56.6354,60.0,3.3646,0.703,15.32,15.03,0.000221,0.000254,0.0,0.0,0.000254,9.23,15.46,0.030926,0.0309,0.0003,0.0,56.6398,0.0,396.4478
335,2026-06-01 05:35:00,Water Scarcity,1,Tomato,56.6398,60.0,3.3602,0.7031,15.32,14.98,0.000221,0.000254,0.0,0.0,0.000254,9.23,15.46,0.030918,0.0309,0.0003,0.0,56.6442,0.0,396.4785
336,2026-06-01 05:36:00,Water Scarcity,1,Tomato,56.6442,60.0,3.3558,0.7032,15.32,15.12,0.000231,0.000266,0.0,0.0,0.000266,9.23,15.45,0.03091,0.0309,0.0003,0.0,56.6485,0.0,396.5092
337,2026-06-01 05:37:00,Water Scarcity,1,Tomato,56.6485,60.0,3.3515,0.7033,15.32,15.06,0.000274,0.000315,0.0,0.0,0.000315,9.23,15.45,0.030901,0.0309,0.0003,0.0,56.6529,0.0,396.5398
338,2026-06-01 05:38:00,Water Scarcity,1,Tomato,56.6529,60.0,3.3471,0.7034,15.33,14.99,0.000256,0.000294,0.0,0.0,0.000294,9.23,15.45,0.030893,0.0309,0.0003,0.0,56.6573,0.0,396.5704
339,2026-06-01 05:39:00,Water Scarcity,1,Tomato,56.6573,60.0,3.3427,0.7035,15.33,15.12,0.000285,0.000328,0.0,0.0,0.000328,9.23,15.44,0.030884,0.0309,0.0003,0.0,56.6617,0.0,396.601
340,2026-06-01 05:40:00,Water Scarcity,1,Tomato,56.6617,60.0,3.3383,0.7036,15.33,14.71,0.000239,0.000275,0.0,0.0,0.000275,9.23,15.44,0.030876,0.0309,0.0003,0.0,56.666,0.0,396.6316
341,2026-06-01 05:41:00,Water Scarcity,1,Tomato,56.666,60.0,3.334,0.7037,15.33,15.29,0.00035,0.000402,0.0,0.0,0.000402,9.23,15.43,0.030868,0.0309,0.0004,0.0,56.6704,0.0,396.6622
342,2026-06-01 05:42:00,Water Scarcity,1,Tomato,56.6704,60.0,3.3296,0.7038,15.34,15.46,0.000412,0.000474,0.0,0.0,0.000474,9.23,15.45,0.030901,0.0309,0.0005,0.0,56.6747,0.0,396.6927
343,2026-06-01 05:43:00,Water Scarcity,1,Tomato,56.6747,60.0,3.3253,0.7039,15.34,15.3,0.000392,0.000451,0.0,0.0,0.000451,9.23,15.43,0.030851,0.0309,0.0005,0.0,56.6791,0.0,396.7231
344,2026-06-01 05:44:00,Water Scarcity,1,Tomato,56.6791,60.0,3.3209,0.704,15.34,15.09,0.000541,0.000622,0.0,0.0,0.000622,9.23,15.42,0.030842,0.0308,0.0006,0.0,56.6834,0.0,396.7535
345,2026-06-01 05:45:00,Water Scarcity,1,Tomato,56.6834,60.0,3.3166,0.7041,15.34,15.16,0.000464,0.000534,0.0,0.0,0.000534,9.23,15.42,0.030834,0.0308,0.0005,0.0,56.6877,0.0,396.7837
346,2026-06-01 05:46:00,Water Scarcity,1,Tomato,56.6877,60.0,3.3123,0.7042,15.35,15.41,0.000533,0.000613,0.0,0.0,0.000613,9.23,15.42,0.030848,0.0308,0.0006,0.0,56.692,0.0,396.814
347,2026-06-01 05:47:00,Water Scarcity,1,Tomato,56.692,60.0,3.308,0.7043,15.35,15.41,0.00051,0.000586,0.0,0.0,0.000586,9.23,15.42,0.030839,0.0308,0.0006,0.0,56.6964,0.0,396.8442
348,2026-06-01 05:48:00,Water Scarcity,1,Tomato,56.6964,60.0,3.3036,0.7044,15.35,15.04,0.00057,0.000655,0.0,0.0,0.000655,9.23,15.4,0.030809,0.0308,0.0007,0.0,56.7007,0.0,396.8745
349,2026-06-01 05:49:00,Water Scarcity,1,Tomato,56.7007,60.0,3.2993,0.7045,15.36,15.14,0.000586,0.000674,0.0,0.0,0.000674,9.23,15.4,0.030801,0.0308,0.0007,0.0,56.705,0.0,396.9047
350,2026-06-01 05:50:00,Water Scarcity,1,Tomato,56.705,60.0,3.295,0.7046,15.36,14.24,0.00047,0.00054,0.0,0.0,0.00054,9.23,15.4,0.030792,0.0308,0.0005,0.0,56.7093,0.0,396.9348
351,2026-06-01 05:51:00,Water Scarcity,1,Tomato,56.7093,60.0,3.2907,0.7047,15.36,15.21,0.000607,0.000698,0.0,0.0,0.000698,9.23,15.39,0.030783,0.0308,0.0007,0.0,56.7136,0.0,396.9651
352,2026-06-01 05:52:00,Water Scarcity,1,Tomato,56.7136,60.0,3.2864,0.7047,15.36,15.51,0.000698,0.000803,0.0,0.0,0.000803,9.23,15.41,0.030825,0.0308,0.0008,0.0,56.7179,0.0,396.9952
353,2026-06-01 05:53:00,Water Scarcity,1,Tomato,56.7179,60.0,3.2821,0.7048,15.37,15.34,0.000697,0.000802,0.0,0.0,0.000802,9.23,15.38,0.030766,0.0308,0.0008,0.0,56.7222,0.0,397.0252
354,2026-06-01 05:54:00,Water Scarcity,1,Tomato,56.7222,60.0,3.2778,0.7049,15.37,15.39,0.000721,0.000829,0.0,0.0,0.000829,9.23,15.38,0.030765,0.0308,0.0008,0.0,56.7264,0.0,397.0552
355,2026-06-01 05:55:00,Water Scarcity,1,Tomato,56.7264,60.0,3.2736,0.705,15.37,15.35,0.0008,0.00092,0.0,0.0,0.00092,9.23,15.37,0.030749,0.0307,0.0009,0.0,56.7307,0.0,397.0851
356,2026-06-01 05:56:00,Water Scarcity,1,Tomato,56.7307,60.0,3.2693,0.7051,15.37,15.27,0.000794,0.000913,0.0,0.0,0.000913,9.23,15.37,0.03074,0.0307,0.0009,0.0,56.735,0.0,397.1149
357,2026-06-01 05:57:00,Water Scarcity,1,Tomato,56.735,60.0,3.265,0.7052,15.38,15.35,0.00085,0.000977,0.0,0.0,0.000977,9.23,15.37,0.030732,0.0307,0.001,0.0,56.7392,0.0,397.1447
358,2026-06-01 05:58:00,Water Scarcity,1,Tomato,56.7392,60.0,3.2608,0.7053,15.38,15.19,0.000799,0.000919,0.0,0.0,0.000919,9.23,15.36,0.030723,0.0307,0.0009,0.0,56.7435,0.0,397.1745
359,2026-06-01 05:59:00,Water Scarcity,1,Tomato,56.7435,60.0,3.2565,0.7054,15.38,15.21,0.000864,0.000994,0.0,0.0,0.000994,9.23,15.36,0.030715,0.0307,0.001,0.0,56.7477,0.0,397.2043
360,2026-06-01 06:00:00,Water Scarcity,1,Tomato,56.7477,60.0,3.2523,0.7055,15.38,15.26,0.000967,0.001112,0.0,0.0,0.001112,9.23,15.35,0.030706,0.0307,0.0011,0.0,56.7519,0.0,397.234
361,2026-06-01 06:01:00,Water Scarcity,1,Tomato,56.7519,60.0,3.2481,0.7056,15.39,15.3,0.001003,0.001153,0.0,0.0,0.001153,9.23,15.35,0.030698,0.0307,0.0012,0.0,56.7562,0.0,397.2636
362,2026-06-01 06:02:00,Water Scarcity,1,Tomato,56.7562,60.0,3.2438,0.7057,15.39,15.46,0.000985,0.001133,0.0,0.0,0.001133,9.23,15.36,0.030715,0.0307,0.0011,0.0,56.7604,0.0,397.2931
363,2026-06-01 06:03:00,Water Scarcity,1,Tomato,56.7604,60.0,3.2396,0.7058,15.39,15.34,0.000988,0.001136,0.0,0.0,0.001136,9.23,15.34,0.030681,0.0307,0.0011,0.0,56.7646,0.0,397.3227
364,2026-06-01 06:04:00,Water Scarcity,1,Tomato,56.7646,60.0,3.2354,0.7059,15.39,15.43,0.001047,0.001204,0.0,0.0,0.001204,9.23,15.34,0.030684,0.0307,0.0012,0.0,56.7688,0.0,397.3522
365,2026-06-01 06:05:00,Water Scarcity,1,Tomato,56.7688,60.0,3.2312,0.706,15.4,15.33,0.001037,0.001193,0.0,0.0,0.001193,9.23,15.33,0.030664,0.0307,0.0012,0.0,56.773,0.0,397.3817
366,2026-06-01 06:06:00,Water Scarcity,1,Tomato,56.773,60.0,3.227,0.7061,15.4,15.18,0.001118,0.001286,0.0,0.0,0.001286,9.23,15.33,0.030655,0.0307,0.0013,0.0,56.7772,0.0,397.4112
367,2026-06-01 06:07:00,Water Scarcity,1,Tomato,56.7772,60.0,3.2228,0.7062,15.4,15.06,0.001134,0.001304,0.0,0.0,0.001304,9.23,15.32,0.030647,0.0306,0.0013,0.0,56.7814,0.0,397.4406
368,2026-06-01 06:08:00,Water Scarcity,1,Tomato,56.7814,60.0,3.2186,0.7063,15.4,15.45,0.001195,0.001374,0.0,0.0,0.001374,9.23,15.33,0.030655,0.0307,0.0014,0.0,56.7856,0.0,397.4699
369,2026-06-01 06:09:00,Water Scarcity,1,Tomato,56.7856,60.0,3.2144,0.7063,15.41,15.33,0.001272,0.001463,0.0,0.0,0.001463,9.23,15.31,0.030629,0.0306,0.0015,0.0,56.7898,0.0,397.4992
370,2026-06-01 06:10:00,Water Scarcity,1,Tomato,56.7898,60.0,3.2102,0.7064,15.41,15.41,0.001216,0.001398,0.0,0.0,0.001398,9.23,15.31,0.030621,0.0306,0.0014,0.0,56.7939,0.0,397.5284
371,2026-06-01 06:11:00,Water Scarcity,1,Tomato,56.7939,60.0,3.2061,0.7065,15.41,15.14,0.001263,0.001452,0.0,0.0,0.001452,9.23,15.31,0.030613,0.0306,0.0015,0.0,56.7981,0.0,397.5576
372,2026-06-01 06:12:00,Water Scarcity,1,Tomato,56.7981,60.0,3.2019,0.7066,15.41,14.85,0.001396,0.001605,0.0,0.0,0.001605,9.23,15.3,0.030604,0.0306,0.0016,0.0,56.8023,0.0,397.5868
373,2026-06-01 06:13:00,Water Scarcity,1,Tomato,56.8023,60.0,3.1977,0.7067,15.42,15.46,0.00136,0.001564,0.0,0.0,0.001564,9.23,15.31,0.030612,0.0306,0.0016,0.0,56.8064,0.0,397.6158
374,2026-06-01 06:14:00,Water Scarcity,1,Tomato,56.8064,60.0,3.1936,0.7068,15.42,15.14,0.00143,0.001644,0.0,0.0,0.001644,9.23,15.29,0.030587,0.0306,0.0016,0.0,56.8105,0.0,397.6448
375,2026-06-01 06:15:00,Water Scarcity,1,Tomato,56.8105,60.0,3.1895,0.7069,15.42,14.98,0.001471,0.001692,0.0,0.0,0.001692,9.23,15.29,0.030578,0.0306,0.0017,0.0,56.8147,0.0,397.6737
376,2026-06-01 06:16:00,Water Scarcity,1,Tomato,56.8147,60.0,3.1853,0.707,15.42,15.16,0.001533,0.001763,0.0,0.0,0.001763,9.23,15.28,0.030569,0.0306,0.0018,0.0,56.8188,0.0,397.7026
377,2026-06-01 06:17:00,Water Scarcity,1,Tomato,56.8188,60.0,3.1812,0.7071,15.43,15.16,0.001499,0.001724,0.0,0.0,0.001724,9.23,15.28,0.030561,0.0306,0.0017,0.0,56.8229,0.0,397.7314
378,2026-06-01 06:18:00,Water Scarcity,1,Tomato,56.8229,60.0,3.1771,0.7072,15.43,14.73,0.001638,0.001884,0.0,0.0,0.001884,9.23,15.28,0.030552,0.0306,0.0019,0.0,56.827,0.0,397.7602
379,2026-06-01 06:19:00,Water Scarcity,1,Tomato,56.827,60.0,3.173,0.7073,15.43,15.23,0.001567,0.001802,0.0,0.0,0.001802,9.23,15.27,0.030544,0.0305,0.0018,0.0,56.8311,0.0,397.7889
380,2026-06-01 06:20:00,Water Scarcity,1,Tomato,56.8311,60.0,3.1689,0.7074,15.43,15.22,0.001535,0.001765,0.0,0.0,0.001765,9.23,15.27,0.030535,0.0305,0.0018,0.0,56.8352,0.0,397.8176
381,2026-06-01 06:21:00,Water Scarcity,1,Tomato,56.8352,60.0,3.1648,0.7074,15.44,14.66,0.001715,0.001972,0.0,0.0,0.001972,9.23,15.26,0.030526,0.0305,0.002,0.0,56.8393,0.0,397.8464
382,2026-06-01 06:22:00,Water Scarcity,1,Tomato,56.8393,60.0,3.1607,0.7075,15.44,15.03,0.00168,0.001932,0.0,0.0,0.001932,9.23,15.26,0.030518,0.0305,0.0019,0.0,56.8434,0.0,397.875
