step,timestamp,scenario,zone_id,crop,soil_type,area_m2,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,water_demand,et0,kc,etc,rainfall,effective_rainfall,crop_water_deficit,irrigation_command,irrigation_application,irrigation_volume_l,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
1123,2026-06-01 18:43:00,Heatwave,3,Maize,Clay,80.0,65.0903,65.0,-0.0903,0.7798,14.23,88.64,9.23,0.006999,1.2,0.008399,0.0,0.0,0.008399,5.39,0.010778,0.8623,0.0108,0.0084,0.0,65.0905,0.0,650.903
1124,2026-06-01 18:44:00,Heatwave,1,Tomato,Loam,100.0,58.8116,60.0,1.1884,0.7514,13.99,88.63,9.23,0.007357,1.15,0.008461,0.0,0.0,0.008461,12.23,0.02446,2.446,0.0245,0.0085,0.0,58.8139,0.0,411.6811
1124,2026-06-01 18:44:00,Heatwave,2,Wheat,Sandy,120.0,49.1997,55.0,5.8003,0.7429,13.95,88.63,9.23,0.007357,0.85,0.006253,0.0,0.0,0.006253,25.0,0.05,6.0,0.05,0.0063,0.0,49.2046,0.0,442.7976
1124,2026-06-01 18:44:00,Heatwave,3,Maize,Clay,80.0,65.0905,65.0,-0.0905,0.7798,14.23,88.63,9.23,0.007357,1.2,0.008828,0.0,0.0,0.008828,5.39,0.010779,0.8623,0.0108,0.0088,0.0,65.0907,0.0,650.9054
1125,2026-06-01 18:45:00,Heatwave,1,Tomato,Loam,100.0,58.8139,60.0,1.1861,0.7514,13.99,88.62,9.23,0.006534,1.15,0.007514,0.0,0.0,0.007514,12.22,0.024439,2.4439,0.0244,0.0075,0.0,58.8163,0.0,411.6971
1125,2026-06-01 18:45:00,Heatwave,2,Wheat,Sandy,120.0,49.2046,55.0,5.7954,0.743,13.95,88.62,9.23,0.006534,0.85,0.005554,0.0,0.0,0.005554,25.0,0.05,6.0,0.05,0.0056,0.0,49.2095,0.0,442.8413
1125,2026-06-01 18:45:00,Heatwave,3,Maize,Clay,80.0,65.0907,65.0,-0.0907,0.7798,14.23,88.62,9.23,0.006534,1.2,0.007841,0.0,0.0,0.007841,5.39,0.010779,0.8623,0.0108,0.0078,0.0,65.091,0.0,650.9074
1126,2026-06-01 18:46:00,Heatwave,1,Tomato,Loam,100.0,58.8163,60.0,1.1837,0.7515,13.99,88.75,9.23,0.006267,1.15,0.007207,0.0,0.0,0.007207,12.21,0.024418,2.4418,0.0244,0.0072,0.0,58.8187,0.0,411.714
1126,2026-06-01 18:46:00,Heatwave,2,Wheat,Sandy,120.0,49.2095,55.0,5.7905,0.7431,13.95,88.75,9.23,0.006267,0.85,0.005327,0.0,0.0,0.005327,25.0,0.05,6.0,0.05,0.0053,0.0,49.2145,0.0,442.8857
1126,2026-06-01 18:46:00,Heatwave,3,Maize,Clay,80.0,65.091,65.0,-0.091,0.7798,14.23,88.75,9.23,0.006267,1.2,0.00752,0.0,0.0,0.00752,5.39,0.010779,0.8623,0.0108,0.0075,0.0,65.0914,0.0,650.9103
1127,2026-06-01 18:47:00,Heatwave,1,Tomato,Loam,100.0,58.8187,60.0,1.1813,0.7515,13.99,88.61,9.23,0.006739,1.15,0.00775,0.0,0.0,0.00775,12.2,0.024396,2.4396,0.0244,0.0077,0.0,58.8211,0.0,411.7312
1127,2026-06-01 18:47:00,Heatwave,2,Wheat,Sandy,120.0,49.2145,55.0,5.7855,0.7432,13.96,88.61,9.23,0.006739,0.85,0.005728,0.0,0.0,0.005728,25.0,0.05,6.0,0.05,0.0057,0.0,49.2194,0.0,442.9304
1127,2026-06-01 18:47:00,Heatwave,3,Maize,Clay,80.0,65.0914,65.0,-0.0914,0.7798,14.23,88.61,9.23,0.006739,1.2,0.008087,0.0,0.0,0.008087,5.39,0.010779,0.8623,0.0108,0.0081,0.0,65.0916,0.0,650.9136
1128,2026-06-01 18:48:00,Heatwave,1,Tomato,Loam,100.0,58.8211,60.0,1.1789,0.7516,13.98,88.59,9.23,0.007042,1.15,0.008098,0.0,0.0,0.008098,12.19,0.024375,2.4375,0.0244,0.0081,0.0,58.8234,0.0,411.7478
1128,2026-06-01 18:48:00,Heatwave,2,Wheat,Sandy,120.0,49.2194,55.0,5.7806,0.7433,13.96,88.59,9.23,0.007042,0.85,0.005986,0.0,0.0,0.005986,25.0,0.05,6.0,0.05,0.006,0.0,49.2243,0.0,442.9747
1128,2026-06-01 18:48:00,Heatwave,3,Maize,Clay,80.0,65.0916,65.0,-0.0916,0.7798,14.23,88.59,9.23,0.007042,1.2,0.00845,0.0,0.0,0.00845,5.39,0.010779,0.8623,0.0108,0.0085,0.0,65.0919,0.0,650.9163
1129,2026-06-01 18:49:00,Heatwave,1,Tomato,Loam,100.0,58.8234,60.0,1.1766,0.7516,13.98,88.45,9.23,0.006603,1.15,0.007593,0.0,0.0,0.007593,12.18,0.024354,2.4354,0.0244,0.0076,0.0,58.8258,0.0,411.7641
1129,2026-06-01 18:49:00,Heatwave,2,Wheat,Sandy,120.0,49.2243,55.0,5.7757,0.7434,13.96,88.45,9.23,0.006603,0.85,0.005613,0.0,0.0,0.005613,25.0,0.05,6.0,0.05,0.0056,0.0,49.2292,0.0,443.0187
1129,2026-06-01 18:49:00,Heatwave,3,Maize,Clay,80.0,65.0919,65.0,-0.0919,0.7798,14.23,88.45,9.23,0.006603,1.2,0.007924,0.0,0.0,0.007924,5.39,0.010779,0.8624,0.0108,0.0079,0.0,65.0921,0.0,650.9186
1130,2026-06-01 18:50:00,Heatwave,1,Tomato,Loam,100.0,58.8258,60.0,1.1742,0.7517,13.98,88.52,9.23,0.006571,1.15,0.007557,0.0,0.0,0.007557,12.17,0.024333,2.4333,0.0243,0.0076,0.0,58.8282,0.0,411.7809
1130,2026-06-01 18:50:00,Heatwave,2,Wheat,Sandy,120.0,49.2292,55.0,5.7708,0.7436,13.96,88.52,9.23,0.006571,0.85,0.005585,0.0,0.0,0.005585,25.0,0.05,6.0,0.05,0.0056,0.0,49.2342,0.0,443.0631
1130,2026-06-01 18:50:00,Heatwave,3,Maize,Clay,80.0,65.0921,65.0,-0.0921,0.7798,14.23,88.52,9.23,0.006571,1.2,0.007885,0.0,0.0,0.007885,5.39,0.01078,0.8624,0.0108,0.0079,0.0,65.0924,0.0,650.9215
1131,2026-06-01 18:51:00,Heatwave,1,Tomato,Loam,100.0,58.8282,60.0,1.1718,0.7517,13.98,88.55,9.23,0.006201,1.15,0.007131,0.0,0.0,0.007131,12.16,0.024311,2.4311,0.0243,0.0071,0.0,58.8307,0.0,411.7977
1131,2026-06-01 18:51:00,Heatwave,2,Wheat,Sandy,120.0,49.2342,55.0,5.7658,0.7437,13.97,88.55,9.23,0.006201,0.85,0.005271,0.0,0.0,0.005271,25.0,0.05,6.0,0.05,0.0053,0.0,49.2391,0.0,443.1075
1131,2026-06-01 18:51:00,Heatwave,3,Maize,Clay,80.0,65.0924,65.0,-0.0924,0.7798,14.23,88.55,9.23,0.006201,1.2,0.007441,0.0,0.0,0.007441,5.39,0.01078,0.8624,0.0108,0.0074,0.0,65.0928,0.0,650.9244
1132,2026-06-01 18:52:00,Heatwave,1,Tomato,Loam,100.0,58.8307,60.0,1.1693,0.7518,13.98,88.51,9.23,0.007097,1.15,0.008162,0.0,0.0,0.008162,12.14,0.024289,2.4289,0.0243,0.0082,0.0,58.833,0.0,411.8149
1132,2026-06-01 18:52:00,Heatwave,2,Wheat,Sandy,120.0,49.2391,55.0,5.7609,0.7438,13.97,88.51,9.23,0.007097,0.85,0.006032,0.0,0.0,0.006032,25.0,0.05,6.0,0.05,0.006,0.0,49.244,0.0,443.1522
1132,2026-06-01 18:52:00,Heatwave,3,Maize,Clay,80.0,65.0928,65.0,-0.0928,0.7798,14.23,88.51,9.23,0.007097,1.2,0.008516,0.0,0.0,0.008516,5.39,0.01078,0.8624,0.0108,0.0085,0.0,65.093,0.0,650.9277
1133,2026-06-01 18:53:00,Heatwave,1,Tomato,Loam,100.0,58.833,60.0,1.167,0.7518,13.97,88.64,9.23,0.006024,1.15,0.006928,0.0,0.0,0.006928,12.13,0.024268,2.4268,0.0243,0.0069,0.0,58.8355,0.0,411.831
1133,2026-06-01 18:53:00,Heatwave,2,Wheat,Sandy,120.0,49.244,55.0,5.756,0.7439,13.97,88.64,9.23,0.006024,0.85,0.00512,0.0,0.0,0.00512,25.0,0.05,6.0,0.05,0.0051,0.0,49.249,0.0,443.1962
1133,2026-06-01 18:53:00,Heatwave,3,Maize,Clay,80.0,65.093,65.0,-0.093,0.7798,14.23,88.64,9.23,0.006024,1.2,0.007229,0.0,0.0,0.007229,5.39,0.01078,0.8624,0.0108,0.0072,0.0,65.0934,0.0,650.93
1134,2026-06-01 18:54:00,Heatwave,1,Tomato,Loam,100.0,58.8355,60.0,1.1645,0.7519,13.97,88.52,9.23,0.006049,1.15,0.006956,0.0,0.0,0.006956,12.12,0.024245,2.4245,0.0242,0.007,0.0,58.8379,0.0,411.8483
1134,2026-06-01 18:54:00,Heatwave,2,Wheat,Sandy,120.0,49.249,55.0,5.751,0.744,13.97,88.52,9.23,0.006049,0.85,0.005142,0.0,0.0,0.005142,25.0,0.05,6.0,0.05,0.0051,0.0,49.254,0.0,443.2411
1134,2026-06-01 18:54:00,Heatwave,3,Maize,Clay,80.0,65.0934,65.0,-0.0934,0.7799,14.23,88.52,9.23,0.006049,1.2,0.007259,0.0,0.0,0.007259,5.39,0.01078,0.8624,0.0108,0.0073,0.0,65.0937,0.0,650.9336
1135,2026-06-01 18:55:00,Heatwave,1,Tomato,Loam,100.0,58.8379,60.0,1.1621,0.752,13.97,88.61,9.23,0.00653,1.15,0.007509,0.0,0.0,0.007509,12.11,0.024224,2.4224,0.0242,0.0075,0.0,58.8403,0.0,411.8656
1135,2026-06-01 18:55:00,Heatwave,2,Wheat,Sandy,120.0,49.254,55.0,5.746,0.7441,13.98,88.61,9.23,0.00653,0.85,0.00555,0.0,0.0,0.00555,25.0,0.05,6.0,0.05,0.0056,0.0,49.2589,0.0,443.286
1135,2026-06-01 18:55:00,Heatwave,3,Maize,Clay,80.0,65.0937,65.0,-0.0937,0.7799,14.23,88.61,9.23,0.00653,1.2,0.007836,0.0,0.0,0.007836,5.39,0.010781,0.8624,0.0108,0.0078,0.0,65.094,0.0,650.9371
1136,2026-06-01 18:56:00,Heatwave,1,Tomato,Loam,100.0,58.8403,60.0,1.1597,0.752,13.97,88.52,9.23,0.005451,1.15,0.006269,0.0,0.0,0.006269,12.1,0.024202,2.4202,0.0242,0.0063,0.0,58.8429,0.0,411.8823
1136,2026-06-01 18:56:00,Heatwave,2,Wheat,Sandy,120.0,49.2589,55.0,5.7411,0.7443,13.98,88.52,9.23,0.005451,0.85,0.004633,0.0,0.0,0.004633,25.0,0.05,6.0,0.05,0.0046,0.0,49.264,0.0,443.3304
1136,2026-06-01 18:56:00,Heatwave,3,Maize,Clay,80.0,65.094,65.0,-0.094,0.7799,14.24,88.52,9.23,0.005451,1.2,0.006541,0.0,0.0,0.006541,5.39,0.010781,0.8625,0.0108,0.0065,0.0,65.0944,0.0,650.94
1137,2026-06-01 18:57:00,Heatwave,1,Tomato,Loam,100.0,58.8429,60.0,1.1571,0.7521,13.97,88.5,9.23,0.006533,1.15,0.007513,0.0,0.0,0.007513,12.09,0.024179,2.4179,0.0242,0.0075,0.0,58.8453,0.0,411.9002
1137,2026-06-01 18:57:00,Heatwave,2,Wheat,Sandy,120.0,49.264,55.0,5.736,0.7444,13.98,88.5,9.23,0.006533,0.85,0.005553,0.0,0.0,0.005553,25.0,0.05,6.0,0.05,0.0056,0.0,49.2689,0.0,443.3758
1137,2026-06-01 18:57:00,Heatwave,3,Maize,Clay,80.0,65.0944,65.0,-0.0944,0.7799,14.24,88.5,9.23,0.006533,1.2,0.00784,0.0,0.0,0.00784,5.39,0.010781,0.8625,0.0108,0.0078,0.0,65.0947,0.0,650.9442
1138,2026-06-01 18:58:00,Heatwave,1,Tomato,Loam,100.0,58.8453,60.0,1.1547,0.7521,13.96,88.48,9.23,0.006368,1.15,0.007323,0.0,0.0,0.007323,12.08,0.024157,2.4157,0.0242,0.0073,0.0,58.8477,0.0,411.9169
1138,2026-06-01 18:58:00,Heatwave,2,Wheat,Sandy,120.0,49.2689,55.0,5.7311,0.7445,13.98,88.48,9.23,0.006368,0.85,0.005413,0.0,0.0,0.005413,25.0,0.05,6.0,0.05,0.0054,0.0,49.2739,0.0,443.4202
1138,2026-06-01 18:58:00,Heatwave,3,Maize,Clay,80.0,65.0947,65.0,-0.0947,0.7799,14.24,88.48,9.23,0.006368,1.2,0.007642,0.0,0.0,0.007642,5.39,0.010781,0.8625,0.0108,0.0076,0.0,65.095,0.0,650.9471
1139,2026-06-01 18:59:00,Heatwave,1,Tomato,Loam,100.0,58.8477,60.0,1.1523,0.7522,13.96,88.47,9.23,0.006416,1.15,0.007378,0.0,0.0,0.007378,12.07,0.024135,2.4135,0.0241,0.0074,0.0,58.8501,0.0,411.9337
1139,2026-06-01 18:59:00,Heatwave,2,Wheat,Sandy,120.0,49.2739,55.0,5.7261,0.7446,13.99,88.47,9.23,0.006416,0.85,0.005454,0.0,0.0,0.005454,25.0,0.05,6.0,0.05,0.0055,0.0,49.2788,0.0,443.4648
1139,2026-06-01 18:59:00,Heatwave,3,Maize,Clay,80.0,65.095,65.0,-0.095,0.7799,14.24,88.47,9.23,0.006416,1.2,0.007699,0.0,0.0,0.007699,5.39,0.010781,0.8625,0.0108,0.0077,0.0,65.0953,0.0,650.9502
1140,2026-06-01 19:00:00,Heatwave,1,Tomato,Loam,100.0,58.8501,60.0,1.1499,0.7522,13.96,88.58,9.23,0.006174,1.15,0.0071,0.0,0.0,0.0071,12.06,0.024114,2.4114,0.0241,0.0071,0.0,58.8525,0.0,411.9505
1140,2026-06-01 19:00:00,Heatwave,2,Wheat,Sandy,120.0,49.2788,55.0,5.7212,0.7447,13.99,88.58,9.23,0.006174,0.85,0.005248,0.0,0.0,0.005248,25.0,0.05,6.0,0.05,0.0052,0.0,49.2838,0.0,443.5093
1140,2026-06-01 19:00:00,Heatwave,3,Maize,Clay,80.0,65.0953,65.0,-0.0953,0.7799,14.24,88.58,9.23,0.006174,1.2,0.007409,0.0,0.0,0.007409,5.39,0.010781,0.8625,0.0108,0.0074,0.0,65.0957,0.0,650.9533
1141,2026-06-01 19:01:00,Heatwave,1,Tomato,Loam,100.0,58.8525,60.0,1.1475,0.7523,13.96,88.56,9.23,0.005811,1.15,0.006683,0.0,0.0,0.006683,12.05,0.024092,2.4092,0.0241,0.0067,0.0,58.855,0.0,411.9675
1141,2026-06-01 19:01:00,Heatwave,2,Wheat,Sandy,120.0,49.2838,55.0,5.7162,0.7449,13.99,88.56,9.23,0.005811,0.85,0.004939,0.0,0.0,0.004939,25.0,0.05,6.0,0.05,0.0049,0.0,49.2888,0.0,443.5541
1141,2026-06-01 19:01:00,Heatwave,3,Maize,Clay,80.0,65.0957,65.0,-0.0957,0.7799,14.24,88.56,9.23,0.005811,1.2,0.006973,0.0,0.0,0.006973,5.39,0.010782,0.8625,0.0108,0.007,0.0,65.0961,0.0,650.9567
1142,2026-06-01 19:02:00,Heatwave,1,Tomato,Loam,100.0,58.855,60.0,1.145,0.7523,13.96,88.55,9.23,0.005424,1.15,0.006238,0.0,0.0,0.006238,12.03,0.024069,2.4069,0.0241,0.0062,0.0,58.8575,0.0,411.9849
1142,2026-06-01 19:02:00,Heatwave,2,Wheat,Sandy,120.0,49.2888,55.0,5.7112,0.745,13.99,88.55,9.23,0.005424,0.85,0.00461,0.0,0.0,0.00461,25.0,0.05,6.0,0.05,0.0046,0.0,49.2938,0.0,443.5992
1142,2026-06-01 19:02:00,Heatwave,3,Maize,Clay,80.0,65.0961,65.0,-0.0961,0.7799,14.24,88.55,9.23,0.005424,1.2,0.006509,0.0,0.0,0.006509,5.39,0.010782,0.8626,0.0108,0.0065,0.0,65.0965,0.0,650.9605
1143,2026-06-01 19:03:00,Heatwave,1,Tomato,Loam,100.0,58.8575,60.0,1.1425,0.7524,13.95,88.47,9.23,0.005765,1.15,0.00663,0.0,0.0,0.00663,12.02,0.024047,2.4047,0.024,0.0066,0.0,58.86,0.0,412.0027
1143,2026-06-01 19:03:00,Heatwave,2,Wheat,Sandy,120.0,49.2938,55.0,5.7062,0.7451,14.0,88.47,9.23,0.005765,0.85,0.0049,0.0,0.0,0.0049,25.0,0.05,6.0,0.05,0.0049,0.0,49.2989,0.0,443.6446
1143,2026-06-01 19:03:00,Heatwave,3,Maize,Clay,80.0,65.0965,65.0,-0.0965,0.7799,14.24,88.47,9.23,0.005765,1.2,0.006918,0.0,0.0,0.006918,5.39,0.010782,0.8626,0.0108,0.0069,0.0,65.0969,0.0,650.9648
1144,2026-06-01 19:04:00,Heatwave,1,Tomato,Loam,100.0,58.86,60.0,1.14,0.7524,13.95,88.46,9.23,0.0054,1.15,0.00621,0.0,0.0,0.00621,12.01,0.024024,2.4024,0.024,0.0062,0.0,58.8626,0.0,412.0201
1144,2026-06-01 19:04:00,Heatwave,2,Wheat,Sandy,120.0,49.2989,55.0,5.7011,0.7452,14.0,88.46,9.23,0.0054,0.85,0.00459,0.0,0.0,0.00459,25.0,0.05,6.0,0.05,0.0046,0.0,49.3039,0.0,443.6897
1144,2026-06-01 19:04:00,Heatwave,3,Maize,Clay,80.0,65.0969,65.0,-0.0969,0.7799,14.24,88.46,9.23,0.0054,1.2,0.00648,0.0,0.0,0.00648,5.39,0.010782,0.8626,0.0108,0.0065,0.0,65.0973,0.0,650.9687
1145,2026-06-01 19:05:00,Heatwave,1,Tomato,Loam,100.0,58.8626,60.0,1.1374,0.7525,13.95,88.45,9.23,0.00593,1.15,0.00682,0.0,0.0,0.00682,12.0,0.024001,2.4001,0.024,0.0068,0.0,58.865,0.0,412.0379
1145,2026-06-01 19:05:00,Heatwave,2,Wheat,Sandy,120.0,49.3039,55.0,5.6961,0.7453,14.0,88.45,9.23,0.00593,0.85,0.00504,0.0,0.0,0.00504,25.0,0.05,6.0,0.05,0.005,0.0,49.3089,0.0,443.7351
1145,2026-06-01 19:05:00,Heatwave,3,Maize,Clay,80.0,65.0973,65.0,-0.0973,0.7799,14.24,88.45,9.23,0.00593,1.2,0.007116,0.0,0.0,0.007116,5.39,0.010783,0.8626,0.0108,0.0071,0.0,65.0977,0.0,650.973
1146,2026-06-01 19:06:00,Heatwave,1,Tomato,Loam,100.0,58.865,60.0,1.135,0.7526,13.95,88.45,9.23,0.005935,1.15,0.006825,0.0,0.0,0.006825,11.99,0.023979,2.3979,0.024,0.0068,0.0,58.8675,0.0,412.0551
1146,2026-06-01 19:06:00,Heatwave,2,Wheat,Sandy,120.0,49.3089,55.0,5.6911,0.7455,14.0,88.45,9.23,0.005935,0.85,0.005045,0.0,0.0,0.005045,25.0,0.05,6.0,0.05,0.005,0.0,49.3139,0.0,443.7801
1146,2026-06-01 19:06:00,Heatwave,3,Maize,Clay,80.0,65.0977,65.0,-0.0977,0.7799,14.24,88.45,9.23,0.005935,1.2,0.007122,0.0,0.0,0.007122,5.39,0.010783,0.8626,0.0108,0.0071,0.0,65.098,0.0,650.9767
1147,2026-06-01 19:07:00,Heatwave,1,Tomato,Loam,100.0,58.8675,60.0,1.1325,0.7526,13.95,88.51,9.23,0.00609,1.15,0.007003,0.0,0.0,0.007003,11.98,0.023956,2.3956,0.024,0.007,0.0,58.8699,0.0,412.0723
1147,2026-06-01 19:07:00,Heatwave,2,Wheat,Sandy,120.0,49.3139,55.0,5.6861,0.7456,14.01,88.51,9.23,0.00609,0.85,0.005176,0.0,0.0,0.005176,25.0,0.05,6.0,0.05,0.0052,0.0,49.3189,0.0,443.8251
1147,2026-06-01 19:07:00,Heatwave,3,Maize,Clay,80.0,65.098,65.0,-0.098,0.78,14.24,88.51,9.23,0.00609,1.2,0.007308,0.0,0.0,0.007308,5.39,0.010783,0.8626,0.0108,0.0073,0.0,65.0984,0.0,650.9804
1148,2026-06-01 19:08:00,Heatwave,1,Tomato,Loam,100.0,58.8699,60.0,1.1301,0.7527,13.94,88.44,9.23,0.005679,1.15,0.006531,0.0,0.0,0.006531,11.97,0.023934,2.3934,0.0239,0.0065,0.0,58.8724,0.0,412.0893
1148,2026-06-01 19:08:00,Heatwave,2,Wheat,Sandy,120.0,49.3189,55.0,5.6811,0.7457,14.01,88.44,9.23,0.005679,0.85,0.004827,0.0,0.0,0.004827,25.0,0.05,6.0,0.05,0.0048,0.0,49.3239,0.0,443.8699
1148,2026-06-01 19:08:00,Heatwave,3,Maize,Clay,80.0,65.0984,65.0,-0.0984,0.78,14.24,88.44,9.23,0.005679,1.2,0.006815,0.0,0.0,0.006815,5.39,0.010783,0.8627,0.0108,0.0068,0.0,65.0988,0.0,650.9839
1149,2026-06-01 19:09:00,Heatwave,1,Tomato,Loam,100.0,58.8724,60.0,1.1276,0.7527,13.94,88.45,9.23,0.005834,1.15,0.006709,0.0,0.0,0.006709,11.96,0.023911,2.3911,0.0239,0.0067,0.0,58.8748,0.0,412.1067
1149,2026-06-01 19:09:00,Heatwave,2,Wheat,Sandy,120.0,49.3239,55.0,5.6761,0.7458,14.01,88.45,9.23,0.005834,0.85,0.004959,0.0,0.0,0.004959,25.0,0.05,6.0,0.05,0.005,0.0,49.3289,0.0,443.9151
1149,2026-06-01 19:09:00,Heatwave,3,Maize,Clay,80.0,65.0988,65.0,-0.0988,0.78,14.24,88.45,9.23,0.005834,1.2,0.007001,0.0,0.0,0.007001,5.39,0.010784,0.8627,0.0108,0.007,0.0,65.0992,0.0,650.9879
1150,2026-06-01 19:10:00,Heatwave,1,Tomato,Loam,100.0,58.8748,60.0,1.1252,0.7528,13.94,88.51,9.23,0.005335,1.15,0.006135,0.0,0.0,0.006135,11.94,0.02389,2.389,0.0239,0.0061,0.0,58.8774,0.0,412.1239
1150,2026-06-01 19:10:00,Heatwave,2,Wheat,Sandy,120.0,49.3289,55.0,5.6711,0.7459,14.02,88.51,9.23,0.005335,0.85,0.004535,0.0,0.0,0.004535,25.0,0.05,6.0,0.05,0.0045,0.0,49.334,0.0,443.9601
1150,2026-06-01 19:10:00,Heatwave,3,Maize,Clay,80.0,65.0992,65.0,-0.0992,0.78,14.24,88.51,9.23,0.005335,1.2,0.006402,0.0,0.0,0.006402,5.39,0.010784,0.8627,0.0108,0.0064,0.0,65.0996,0.0,650.9917
1151,2026-06-01 19:11:00,Heatwave,1,Tomato,Loam,100.0,58.8774,60.0,1.1226,0.7528,13.94,88.47,9.23,0.005286,1.15,0.006079,0.0,0.0,0.006079,11.93,0.023866,2.3866,0.0239,0.0061,0.0,58.8799,0.0,412.1417
1151,2026-06-01 19:11:00,Heatwave,2,Wheat,Sandy,120.0,49.334,55.0,5.666,0.746,14.02,88.47,9.23,0.005286,0.85,0.004493,0.0,0.0,0.004493,25.0,0.05,6.0,0.05,0.0045,0.0,49.339,0.0,444.0056
1151,2026-06-01 19:11:00,Heatwave,3,Maize,Clay,80.0,65.0996,65.0,-0.0996,0.78,14.24,88.47,9.23,0.005286,1.2,0.006343,0.0,0.0,0.006343,5.39,0.010784,0.8627,0.0108,0.0063,0.0,65.1001,0.0,650.9961
1152,2026-06-01 19:12:00,Heatwave,1,Tomato,Loam,100.0,58.8799,60.0,1.1201,0.7529,13.94,88.52,9.23,0.005512,1.15,0.006339,0.0,0.0,0.006339,11.92,0.023843,2.3843,0.0238,0.0063,0.0,58.8824,0.0,412.1595
1152,2026-06-01 19:12:00,Heatwave,2,Wheat,Sandy,120.0,49.339,55.0,5.661,0.7462,14.02,88.52,9.23,0.005512,0.85,0.004685,0.0,0.0,0.004685,25.0,0.05,6.0,0.05,0.0047,0.0,49.344,0.0,444.0511
1152,2026-06-01 19:12:00,Heatwave,3,Maize,Clay,80.0,65.1001,65.0,-0.1001,0.78,14.24,88.52,9.23,0.005512,1.2,0.006614,0.0,0.0,0.006614,5.39,0.010784,0.8627,0.0108,0.0066,0.0,65.1005,0.0,651.0005
1153,2026-06-01 19:13:00,Heatwave,1,Tomato,Loam,100.0,58.8824,60.0,1.1176,0.7529,13.94,88.58,9.23,0.005129,1.15,0.005898,0.0,0.0,0.005898,11.91,0.02382,2.382,0.0238,0.0059,0.0,58.885,0.0,412.177
1153,2026-06-01 19:13:00,Heatwave,2,Wheat,Sandy,120.0,49.344,55.0,5.656,0.7463,14.02,88.58,9.23,0.005129,0.85,0.00436,0.0,0.0,0.00436,25.0,0.05,6.0,0.05,0.0044,0.0,49.3491,0.0,444.0964
1153,2026-06-01 19:13:00,Heatwave,3,Maize,Clay,80.0,65.1005,65.0,-0.1005,0.78,14.24,88.58,9.23,0.005129,1.2,0.006155,0.0,0.0,0.006155,5.39,0.010785,0.8628,0.0108,0.0062,0.0,65.1009,0.0,651.0047
1154,2026-06-01 19:14:00,Heatwave,1,Tomato,Loam,100.0,58.885,60.0,1.115,0.753,13.93,88.52,9.23,0.005384,1.15,0.006192,0.0,0.0,0.006192,11.9,0.023797,2.3797,0.0238,0.0062,0.0,58.8875,0.0,412.1949
1154,2026-06-01 19:14:00,Heatwave,2,Wheat,Sandy,120.0,49.3491,55.0,5.6509,0.7464,14.03,88.52,9.23,0.005384,0.85,0.004576,0.0,0.0,0.004576,25.0,0.05,6.0,0.05,0.0046,0.0,49.3542,0.0,444.142
1154,2026-06-01 19:14:00,Heatwave,3,Maize,Clay,80.0,65.1009,65.0,-0.1009,0.78,14.24,88.52,9.23,0.005384,1.2,0.006461,0.0,0.0,0.006461,5.39,0.010785,0.8628,0.0108,0.0065,0.0,65.1014,0.0,651.0093
1155,2026-06-01 19:15:00,Heatwave,1,Tomato,Loam,100.0,58.8875,60.0,1.1125,0.7531,13.93,88.56,9.23,0.004816,1.15,0.005538,0.0,0.0,0.005538,11.89,0.023774,2.3774,0.0238,0.0055,0.0,58.8901,0.0,412.2125
1155,2026-06-01 19:15:00,Heatwave,2,Wheat,Sandy,120.0,49.3542,55.0,5.6458,0.7465,14.03,88.56,9.23,0.004816,0.85,0.004094,0.0,0.0,0.004094,25.0,0.05,6.0,0.05,0.0041,0.0,49.3593,0.0,444.1874
1155,2026-06-01 19:15:00,Heatwave,3,Maize,Clay,80.0,65.1014,65.0,-0.1014,0.78,14.24,88.56,9.23,0.004816,1.2,0.005779,0.0,0.0,0.005779,5.39,0.010785,0.8628,0.0108,0.0058,0.0,65.1019,0.0,651.0136
1156,2026-06-01 19:16:00,Heatwave,1,Tomato,Loam,100.0,58.8901,60.0,1.1099,0.7531,13.93,88.58,9.23,0.004812,1.15,0.005534,0.0,0.0,0.005534,11.88,0.02375,2.375,0.0238,0.0055,0.0,58.8927,0.0,412.2307
1156,2026-06-01 19:16:00,Heatwave,2,Wheat,Sandy,120.0,49.3593,55.0,5.6407,0.7466,14.03,88.58,9.23,0.004812,0.85,0.00409,0.0,0.0,0.00409,25.0,0.05,6.0,0.05,0.0041,0.0,49.3644,0.0,444.2333
1156,2026-06-01 19:16:00,Heatwave,3,Maize,Clay,80.0,65.1019,65.0,-0.1019,0.78,14.24,88.58,9.23,0.004812,1.2,0.005774,0.0,0.0,0.005774,5.39,0.010785,0.8628,0.0108,0.0058,0.0,65.1024,0.0,651.0186
1157,2026-06-01 19:17:00,Heatwave,1,Tomato,Loam,100.0,58.8927,60.0,1.1073,0.7532,13.93,88.51,9.23,0.00542,1.15,0.006233,0.0,0.0,0.006233,11.86,0.023726,2.3726,0.0237,0.0062,0.0,58.8952,0.0,412.2489
1157,2026-06-01 19:17:00,Heatwave,2,Wheat,Sandy,120.0,49.3644,55.0,5.6356,0.7468,14.03,88.51,9.23,0.00542,0.85,0.004607,0.0,0.0,0.004607,25.0,0.05,6.0,0.05,0.0046,0.0,49.3694,0.0,444.2792
